freq	freq_mln	orth_pres	orth_past	ipa_pres	ipa_past	Infl
38	2	label	labelled	leIbl,	leIbl,d	reg
9	1	labour	laboured	leIb@r*	leIb@d	reg
12	1	lace	laced	leIs	leIst	reg
3	0	lacerate	lacerated	l&s@reIt	l&s@reItId	reg
47	3	lack	lacked	l&k	l&kt	reg
4	0	lacquer	lacquered	l&k@r*	l&k@d	reg
2	0	ladle	ladled	leIdl,	leIdl,d	reg
5	0	lag	lagged	l&g	l&gd	reg
232	13	lay	laid	leI	leId	reg
1	0	lame	lamed	leIm	leImd	reg
5	0	lament	lamented	l@mEnt	l@mEntId	reg
2	0	laminate	laminated	l&mIneIt	l&mIneItId	reg
2	0	lampoon	lampooned	l&mpu:n	l&mpu:nd	reg
1	0	lance	lanced	lA:ns	lA:nst	reg
69	4	land	landed	l&nd	l&ndId	reg
4	0	landscape	landscaped	l&nskeIp	l&nskeIpt	reg
3	0	languish	languished	l&NgwIS	l&NgwISt	reg
6	0	lap	lapped	l&p	l&pt	reg
8	0	lapse	lapsed	l&ps	l&pst	reg
1	0	lard	larded	lA:d	lA:dId	reg
17	1	lash	lashed	l&S	l&St	reg
69	4	last	lasted	lA:st	lA:stId	reg
3	0	latch	latched	l&tS	l&tSt	reg
1	0	lather	lathered	lA:D@r*	lA:D@d	reg
1	0	laud	lauded	lO:d	lO:dId	reg
255	14	laugh	laughed	lA:f	lA:ft	reg
84	5	launch	launched	lO:ntS	lO:ntSt	reg
3	0	launder	laundered	lO:nd@r*	lO:nd@d	reg
490	27	lie	lay	laI	leI	irreg
4	0	layer	layered	leI@r*	leI@d	reg
2	0	leach	leached	li:tS	li:tSt	reg
2	0	leaf	leafed	li:f	li:ft	reg
1	0	league	leagued	li:g	li:gd	reg
13	1	leak	leaked	li:k	li:kt	reg
107	6	lean	leaned	li:n	li:nd	reg
30	2	lean	leant	li:n	lEnt	irreg
18	1	leap	leaped	li:p	li:pt	reg
38	2	leap	leapt	li:p	lEpt	irreg
317	18	learn	learned	l3:n	l3:nd	reg
93	5	learn	learnt	l3:n	l3:nt	irreg
5	0	lease	leased	li:s	li:st	reg
2	0	leaven	leavened	lEvn,	lEvn,d	reg
10	1	lecture	lectured	lEktS@r*	lEktS@d	reg
488	27	lead	led	li:d	lEd	irreg
3	0	leer	leered	lI@r*	lI@d	reg
1503	84	leave	left	li:v	lEft	irreg
4	0	legalize	legalized	li:g@laIz	li:g@laIzd	reg
2	0	leg	legged	lEg	lEgd	reg
2	0	legislate	legislated	lEdZIsleIt	lEdZIsleItId	reg
2	0	legitimize	legitimized	lIdZItImaIz	lIdZItImaIzd	reg
7	0	lengthen	lengthened	lENT@n	lENT@nd	reg
25	1	lend	lent	lEnd	lEnt	irreg
7	0	lessen	lessened	lEsn,	lEsn,d	reg
1	0	letter	lettered	lEt@r*	lEt@d	reg
16	1	level	levelled	lEvl,	lEvl,d	reg
2	0	lever	levered	li:v@r*	li:v@d	reg
6	0	levy	levied	lEvI	lEvId	reg
1	0	liberalize	liberalized	lIb@r@laIz	lIb@r@laIzd	reg
14	1	liberate	liberated	lIb@reIt	lIb@reItId	reg
8	0	license	licensed	laIs@ns	laIs@nst	reg
19	1	lick	licked	lIk	lIkt	reg
23	1	lie	lied	laI	laId	reg
146	8	lift	lifted	lIft	lIftId	reg
22	1	light	lighted	laIt	laItId	reg
5	0	lighten	lightened	laItn,	laItn,d	reg
354	20	like	liked	laIk	laIkt	reg
52	3	limit	limited	lImIt	lImItId	reg
1	0	limn	limned	lIm	lImd	reg
13	1	limp	limped	lImp	lImpt	reg
61	3	line	lined	laIn	laInd	reg
15	1	linger	lingered	lINg@r*	lINg@d	reg
91	5	link	linked	lINk	lINkt	reg
3	0	liquidate	liquidated	lIkwIdeIt	lIkwIdeItId	reg
1	0	lisp	lisped	lIsp	lIspt	reg
63	4	list	listed	lIst	lIstId	reg
140	8	listen	listened	lIsn,	lIsn,d	reg
128	7	light	lit	laIt	lIt	irreg
3	0	light	lit	laIt	lIt	irreg
23	1	litter	littered	lIt@r*	lIt@d	reg
496	28	live	lived	lIv	lIvd	reg
66	4	load	loaded	l@Ud	l@UdId	reg
6	0	loan	loaned	l@Un	l@Und	reg
11	1	loathe	loathed	l@UD	l@UDd	reg
3	0	lob	lobbed	lOb	lObd	reg
3	0	lobby	lobbied	lObI	lObId	reg
8	0	localize	localized	l@Uk@laIz	l@Uk@laIzd	reg
21	1	locate	located	l@UkeIt	l@UkeItId	reg
158	9	lock	locked	lOk	lOkt	reg
19	1	lodge	lodged	lOdZ	lOdZd	reg
5	0	log	logged	lOg	lOgd	reg
3	0	loiter	loitered	lOIt@r*	lOIt@d	reg
6	0	loll	lolled	lOl	lOld	reg
35	2	long	longed	lON	lONd	reg
1824	102	look	looked	lUk	lUkt	reg
13	1	loom	loomed	lu:m	lu:md	reg
7	0	loop	looped	lu:p	lu:pt	reg
5	0	loose	loosed	lu:s	lu:st	reg
12	1	loosen	loosened	lu:sn,	lu:sn,d	reg
7	0	loot	looted	lu:t	lu:tId	reg
2	0	lope	loped	l@Up	l@Upt	reg
2	0	lop	lopped	lOp	lOpt	reg
759	42	lose	lost	lu:z	lOst	irreg
4	0	lounge	lounged	laUndZ	laUndZd	reg
284	16	love	loved	lVv	lVvd	reg
6	0	low	lowed	l@U	l@Ud	reg
81	5	lower	lowered	l@U@r*	l@U@d	reg
1	0	lubricate	lubricated	lu:brIkeIt	lu:brIkeItId	reg
4	0	lug	lugged	lVg	lVgd	reg
4	0	lull	lulled	lVl	lVld	reg
7	0	lumber	lumbered	lVmb@r*	lVmb@d	reg
5	0	lump	lumped	lVmp	lVmpt	reg
4	0	lunch	lunched	lVntS	lVntSt	reg
6	0	lunge	lunged	lVndZ	lVndZd	reg
14	1	lurch	lurched	l3:tS	l3:tSt	reg
9	1	lure	lured	lU@r*	lU@d	reg
6	0	lurk	lurked	l3:k	l3:kt	reg
1	0	lynch	lynched	lIntS	lIntSt	reg
1	0	macerate	macerated	m&s@reIt	m&s@reItId	reg
1	0	machine	machined	m@Si:n	m@Si:nd	reg
5	0	madden	maddened	m&dn,	m&dn,d	reg
3572	199	make	made	meIk	meId	irreg
1	0	magnetize	magnetized	m&gnItaIz	m&gnItaIzd	reg
12	1	magnify	magnified	m&gnIfaI	m&gnIfaId	reg
7	0	mail	mailed	meIl	meIld	reg
5	0	maim	maimed	meIm	meImd	reg
98	5	maintain	maintained	meInteIn	meInteInd	reg
5	0	malign	maligned	m@laIn	m@laInd	reg
2	0	malt	malted	mO:lt	mO:ltId	reg
2	0	maltreat	maltreated	m&ltri:t	m&ltri:tId	reg
2	0	manacle	manacled	m&n@kl,	m&n@kl,d	reg
245	14	manage	managed	m&nIdZ	m&nIdZd	reg
1	0	mandate	mandated	m&ndeIt	m&ndeItId	reg
6	0	mangle	mangled	m&Ngl,	m&Ngl,d	reg
2	0	manhandle	manhandled	m&nh&ndl,	m&nh&ndl,d	reg
3	0	manicure	manicured	m&nIkjU@r*	m&nIkjU@d	reg
10	1	manifest	manifested	m&nIfEst	m&nIfEstId	reg
16	1	manipulate	manipulated	m@nIpjUleIt	m@nIpjUleItId	reg
10	1	man	manned	m&n	m&nd	reg
6	0	manoeuvre	manoeuvred	m@nu:v@r*	m@nu:v@d	reg
30	2	manufacture	manufactured	m&njUf&ktS@r*	m&njUf&ktS@d	reg
1	0	manure	manured	m@njU@r*	m@njU@d	reg
5	0	map	mapped	m&p	m&pt	reg
49	3	march	marched	mA:tS	mA:tSt	reg
2	0	marinate	marinated	m&rIneIt	m&rIneItId	reg
84	5	mark	marked	mA:k	mA:kt	reg
10	1	market	marketed	mA:kIt	mA:kItId	reg
5	0	maroon	marooned	m@ru:n	m@ru:nd	reg
7	0	mar	marred	mA:r*	mA:d	reg
250	14	marry	married	m&rI	m&rId	reg
4	0	marshal	marshalled	mA:Sl,	mA:Sl,d	reg
5	0	martyr	martyred	mA:t@r*	mA:t@d	reg
6	0	marvel	marvelled	mA:vl,	mA:vl,d	reg
10	1	mash	mashed	m&S	m&St	reg
10	1	mask	masked	mA:sk	mA:skt	reg
1	0	masquerade	masqueraded	m&sk@reId	m&sk@reIdId	reg
4	0	massacre	massacred	m&s@k@r*	m&s@k@d	reg
4	0	massage	massaged	m&sA:Z	m&sA:Zd	reg
11	1	mass	massed	m&s	m&st	reg
5	0	mass-produce	mass-produced	m&spr@dju:s	m&spr@dju:st	reg
15	1	master	mastered	mA:st@r*	mA:st@d	reg
2	0	mastermind	masterminded	mA:st@maInd	mA:st@maIndId	reg
1	0	masticate	masticated	m&stIkeIt	m&stIkeItId	reg
3	0	masturbate	masturbated	m&st@beIt	m&st@beItId	reg
41	2	match	matched	m&tS	m&tSt	reg
5	0	mate	mated	meIt	meItId	reg
10	1	materialize	materialized	m@tI@rI@laIz	m@tI@rI@laIzd	reg
1	0	matriculate	matriculated	m@trIkjUleIt	m@trIkjUleItId	reg
1	0	mat	matted	m&t	m&tId	reg
35	2	matter	mattered	m&t@r*	m&t@d	reg
6	0	mature	matured	m@tjU@r*	m@tjU@d	reg
1	0	maul	mauled	mO:l	mO:ld	reg
3	0	maximize	maximized	m&ksImaIz	m&ksImaIzd	reg
2	0	meander	meandered	mI&nd@r*	mI&nd@d	reg
515	29	mean	meant	mi:n	mEnt	irreg
63	4	measure	measured	mEZ@r*	mEZ@d	reg
10	1	mechanize	mechanized	mEk@naIz	mEk@naIzd	reg
1	0	meddle	meddled	mEdl,	mEdl,d	reg
5	0	mediate	mediated	mi:dIeIt	mi:dIeItId	reg
3	0	meditate	meditated	mEdIteIt	mEdIteItId	reg
3	0	mellow	mellowed	mEl@U	mEl@Ud	reg
33	2	melt	melted	mElt	mEltId	reg
4	0	memorize	memorized	mEm@raIz	mEm@raIzd	reg
3	0	menace	menaced	mEn@s	mEn@st	reg
12	1	mend	mended	mEnd	mEndId	reg
236	13	mention	mentioned	mEnSn,	mEnSn,d	reg
17	1	merge	merged	m3:dZ	m3:dZd	reg
5	0	merit	merited	mErIt	mErItId	reg
3	0	mesh	meshed	mES	mESt	reg
8	0	mesmerize	mesmerized	mEzm@raIz	mEzm@raIzd	reg
6	0	mess	messed	mEs	mEst	reg
530	30	meet	met	mi:t	mEt	irreg
1	0	metal	metalled	mEtl,	mEtl,d	reg
2	0	metamorphose	metamorphosed	mEt@mO:f@Uz	mEt@mO:f@Uzd	reg
6	0	methylate	methylated	mET@leIt	mET@leItId	reg
1	0	mew	mewed	mju:	mju:d	reg
1	0	microfilm	microfilmed	maIkr@UfIlm	maIkr@UfIlmd	reg
1909	106	may	might	meI	maIt	irreg
4	0	migrate	migrated	maIgreIt	maIgreItId	reg
1	0	mildew	mildewed	mIldju:	mIldju:d	reg
1	0	militarize	militarized	mIlIt@raIz	mIlIt@raIzd	reg
5	0	milk	milked	mIlk	mIlkt	reg
4	0	mill	milled	mIl	mIld	reg
2	0	mime	mimed	maIm	maImd	reg
2	0	mimeograph	mimeographed	mImI@grA:f	mImI@grA:ft	reg
5	0	mimic	mimicked	mImIk	mImIkt	reg
7	0	mince	minced	mIns	mInst	reg
11	1	mind	minded	maInd	maIndId	reg
13	1	mine	mined	maIn	maInd	reg
21	1	mingle	mingled	mINgl,	mINgl,d	reg
8	0	minimize	minimized	mInImaIz	mInImaIzd	reg
2	0	mint	minted	mInt	mIntId	reg
1	0	mire	mired	maI@r*	maI@d	reg
8	0	mirror	mirrored	mIr@r*	mIr@d	reg
1	0	misbehave	misbehaved	mIsbIheIv	mIsbIheIvd	reg
1	0	miscalculate	miscalculated	mIsk&lkjUleIt	mIsk&lkjUleItId	reg
2	0	miscarry	miscarried	mIsk&rI	mIsk&rId	reg
4	0	misconceive	misconceived	mIsk@nsi:v	mIsk@nsi:vd	reg
1	0	misconstrue	misconstrued	mIsk@nstru:	mIsk@nstru:d	reg
3	0	misdirect	misdirected	mIsdIrEkt	mIsdIrEktId	reg
2	0	misfire	misfired	mIsfaI@r*	mIsfaI@d	reg
1	0	mishandle	mishandled	mIsh&ndl,	mIsh&ndl,d	reg
1	0	mishear	misheard	mIshI@r*	mIsh3:d	irreg
1	0	misinform	misinformed	mIsInfO:m	mIsInfO:md	reg
4	0	misinterpret	misinterpreted	mIsInt3:prIt	mIsInt3:prItId	reg
5	0	misjudge	misjudged	mIsdZVdZ	mIsdZVdZd	reg
6	0	mislay	mislaid	mIsleI	mIsleId	reg
13	1	mislead	misled	mIsli:d	mIslEd	irreg
1	0	mismanage	mismanaged	mIsm&nIdZ	mIsm&nIdZd	reg
1	0	misname	misnamed	mIsneIm	mIsneImd	reg
8	0	misplace	misplaced	mIspleIs	mIspleIst	reg
1	0	mispronounce	mispronounced	mIspr@naUns	mIspr@naUnst	reg
2	0	misread	misread	mIsri:d	mIsrEd	irreg
1	0	misreport	misreported	mIsrIpO:t	mIsrIpO:tId	reg
4	0	misrepresent	misrepresented	mIsrEprIzEnt	mIsrEprIzEntId	reg
129	7	miss	missed	mIs	mIst	reg
1	0	misspell	misspelt	mIsspEl	mIsspElt	irreg
1	0	misspend	misspent	mIsspEnd	mIsspEnt	irreg
2	0	mist	misted	mIst	mIstId	reg
1	0	mistime	mistimed	mIstaIm	mIstaImd	reg
5	0	mistake	mistook	mIsteIk	mIstUk	irreg
3	0	mistrust	mistrusted	mIstrVst	mIstrVstId	reg
16	1	misunderstand	misunderstood	mIsVnd@st&nd	mIsVnd@stUd	irreg
3	0	misuse	misused	mIsju:z	mIsju:zd	reg
3	0	mitigate	mitigated	mItIgeIt	mItIgeItId	reg
87	5	mix	mixed	mIks	mIkst	reg
18	1	moan	moaned	m@Un	m@Und	reg
2	0	mob	mobbed	mOb	mObd	reg
10	1	mobilize	mobilized	m@UbIlaIz	m@UbIlaIzd	reg
11	1	mock	mocked	mOk	mOkt	reg
14	1	model	modelled	mOdl,	mOdl,d	reg
3	0	moderate	moderated	mOd@reIt	mOd@reItId	reg
5	0	modernize	modernized	mOd@naIz	mOd@naIzd	reg
43	2	modify	modified	mOdIfaI	mOdIfaId	reg
5	0	modulate	modulated	mOdjUleIt	mOdjUleItId	reg
4	0	moisten	moistened	mOIsn,	mOIsn,d	reg
4	0	molest	molested	m@UlEst	m@UlEstId	reg
5	0	mollify	mollified	mOlIfaI	mOlIfaId	reg
15	1	monitor	monitored	mOnIt@r*	mOnIt@d	reg
4	0	monopolize	monopolized	m@nOp@laIz	m@nOp@laIzd	reg
1	0	mooch	mooched	mu:tS	mu:tSt	reg
1	0	moo	mooed	mu:	mu:d	reg
6	0	moor	moored	mO:r*	mO:d	reg
2	0	moot	mooted	mu:t	mu:tId	reg
6	0	mop	mopped	mOp	mOpt	reg
1	0	moralize	moralized	mOr@laIz	mOr@laIzd	reg
1	0	mortar	mortared	mO:t@r*	mO:t@d	reg
5	0	mortgage	mortgaged	mO:gIdZ	mO:gIdZd	reg
3	0	mortify	mortified	mO:tIfaI	mO:tIfaId	reg
1	0	mother	mothered	mVD@r*	mVD@d	reg
14	1	motion	motioned	m@USn,	m@USn,d	reg
28	2	motivate	motivated	m@UtIveIt	m@UtIveItId	reg
2	0	motor	motored	m@Ut@r*	m@Ut@d	reg
6	0	motorize	motorized	m@Ut@raIz	m@Ut@raIzd	reg
1	0	mottle	mottled	mOtl,	mOtl,d	reg
15	1	mould	moulded	m@Uld	m@UldId	reg
1	0	moult	moulted	m@Ult	m@UltId	reg
77	4	mount	mounted	maUnt	maUntId	reg
9	1	mourn	mourned	mO:n	mO:nd	reg
3	0	mouth	mouthed	maUD	maUDd	reg
628	35	move	moved	mu:v	mu:vd	reg
2	0	mow	mowed	m@U	m@Ud	reg
3	0	muck	mucked	mVk	mVkt	reg
2	0	muddy	muddied	mVdI	mVdId	reg
14	1	muddle	muddled	mVdl,	mVdl,d	reg
2	0	muff	muffed	mVf	mVft	reg
24	1	muffle	muffled	mVfl,	mVfl,d	reg
2	0	mug	mugged	mVg	mVgd	reg
2	0	mull	mulled	mVl	mVld	reg
17	1	multiply	multiplied	mVltIplaI	mVltIplaId	reg
29	2	mumble	mumbled	mVmbl,	mVmbl,d	reg
2	0	mummify	mummified	mVmIfaI	mVmIfaId	reg
5	0	munch	munched	mVntS	mVntSt	reg
56	3	murder	murdered	m3:d@r*	m3:d@d	reg
43	2	murmur	murmured	m3:m@r*	m3:m@d	reg
7	0	muse	mused	mju:z	mju:zd	reg
3	0	mushroom	mushroomed	mVSrUm	mVSrUmd	reg
2	0	muss	mussed	mVs	mVst	reg
3	0	muster	mustered	mVst@r*	mVst@d	reg
2	0	mutate	mutated	mju:teIt	mju:teItId	reg
5	0	mute	muted	mju:t	mju:tId	reg
10	1	mutilate	mutilated	mju:tIleIt	mju:tIleItId	reg
1	0	mutiny	mutinied	mju:tInI	mju:tInId	reg
46	3	mutter	muttered	mVt@r*	mVt@d	reg
1	0	muzzle	muzzled	mVzl,	mVzl,d	reg
7	0	mystify	mystified	mIstIfaI	mIstIfaId	reg
1	0	nab	nabbed	n&b	n&bd	reg
6	0	nag	nagged	n&g	n&gd	reg
12	1	nail	nailed	neIl	neIld	reg
191	11	name	named	neIm	neImd	reg
1	0	nap	napped	n&p	n&pt	reg
1	0	narrate	narrated	n@reIt	n@reItId	reg
21	1	narrow	narrowed	n&r@U	n&r@Ud	reg
34	2	nationalize	nationalized	n&Sn,@laIz	n&Sn,@laIzd	reg
5	0	naturalize	naturalized	n&tSr@laIz	n&tSr@laIzd	reg
5	0	nauseate	nauseated	nO:sIeIt	nO:sIeItId	reg
1	0	navigate	navigated	n&vIgeIt	n&vIgeItId	reg
6	0	near	neared	nI@r*	nI@d	reg
6	0	necessitate	necessitated	nIsEsIteIt	nIsEsIteItId	reg
551	31	need	needed	ni:d	ni:dId	reg
1	0	needle	needled	ni:dl,	ni:dl,d	reg
2	0	negate	negated	nIgeIt	nIgeItId	reg
65	4	neglect	neglected	nIglEkt	nIglEktId	reg
19	1	negotiate	negotiated	nIg@USIeIt	nIg@USIeItId	reg
1	0	nerve	nerved	n3:v	n3:vd	reg
2	0	nest	nested	nEst	nEstId	reg
5	0	nestle	nestled	nEsl,	nEsl,d	reg
1	0	net	netted	nEt	nEtId	reg
2	0	nett	netted	nEt	nEtId	reg
2	0	nettle	nettled	nEtl,	nEtl,d	reg
2	0	neuter	neutered	nju:t@r*	nju:t@d	reg
6	0	neutralize	neutralized	nju:tr@laIz	nju:tr@laIzd	reg
7	0	nibble	nibbled	nIbl,	nIbl,d	reg
3	0	nick	nicked	nIk	nIkt	reg
5	0	nickname	nicknamed	nIkneIm	nIkneImd	reg
1	0	niggle	niggled	nIgl,	nIgl,d	reg
6	0	nip	nipped	nIp	nIpt	reg
227	13	nod	nodded	nOd	nOdId	reg
12	1	nominate	nominated	nOmIneIt	nOmIneItId	reg
4	0	nonplus	nonplussed	nOnplVs	nOnplVst	reg
3	0	nose	nosed	n@Uz	n@Uzd	reg
2	0	notch	notched	nOtS	nOtSt	reg
122	7	note	noted	n@Ut	n@UtId	reg
297	17	notice	noticed	n@UtIs	n@UtIst	reg
12	1	notify	notified	n@UtIfaI	n@UtIfaId	reg
7	0	nourish	nourished	nVrIS	nVrISt	reg
11	1	nudge	nudged	nVdZ	nVdZd	reg
2	0	nullify	nullified	nVlIfaI	nVlIfaId	reg
7	0	numb	numbed	nVm	nVmd	reg
28	2	number	numbered	nVmb@r*	nVmb@d	reg
11	1	nurse	nursed	n3:s	n3:st	reg
9	1	nurture	nurtured	n3:tS@r*	n3:tS@d	reg
3	0	nuzzle	nuzzled	nVzl,	nVzl,d	reg
27	2	obey	obeyed	@beI	@beId	reg
27	2	object	objected	@bdZEkt	@bdZEktId	reg
3	0	obligate	obligated	OblIgeIt	OblIgeItId	reg
80	4	oblige	obliged	@blaIdZ	@blaIdZd	reg
9	1	obliterate	obliterated	@blIt@reIt	@blIt@reItId	reg
19	1	obscure	obscured	@bskjU@r*	@bskjU@d	reg
136	8	observe	observed	@bz3:v	@bz3:vd	reg
35	2	obsess	obsessed	@bsEs	@bsEst	reg
5	0	obstruct	obstructed	@bstrVkt	@bstrVktId	reg
97	5	obtain	obtained	@bteIn	@bteInd	reg
1	0	obtrude	obtruded	@btru:d	@btru:dId	reg
1	0	obviate	obviated	ObvIeIt	ObvIeItId	reg
5	0	occasion	occasioned	@keIZn,	@keIZn,d	reg
109	6	occupy	occupied	OkjUpaI	OkjUpaId	reg
199	11	occur	occurred	@k3:r*	@k3:d	reg
26	1	offend	offended	@fEnd	@fEndId	reg
333	19	offer	offered	Of@r*	Of@d	reg
1	0	officiate	officiated	@fISIeIt	@fISIeItId	reg
11	1	oil	oiled	OIl	OIld	reg
18	1	omit	omitted	@mIt	@mItId	reg
4	0	ooze	oozed	u:z	u:zd	reg
481	27	open	opened	@Up@n	@Up@nd	reg
55	3	operate	operated	Op@reIt	Op@reItId	reg
2	0	opine	opined	@UpaIn	@UpaInd	reg
136	8	oppose	opposed	@p@Uz	@p@Uzd	reg
24	1	oppress	oppressed	@prEs	@prEst	reg
1	0	orbit	orbited	O:bIt	O:bItId	reg
6	0	orchestrate	orchestrated	O:kIstreIt	O:kIstreItId	reg
13	1	ordain	ordained	O:deIn	O:deInd	reg
181	10	order	ordered	O:d@r*	O:d@d	reg
85	5	organize	organized	O:g@naIz	O:g@naIzd	reg
8	0	orientate	orientated	O:rIEnteIt	O:rIEnteItId	reg
9	1	orient	oriented	O:rI@nt	O:rI@ntId	reg
19	1	originate	originated	@rIdZ@neIt	@rIdZ@neItId	reg
4	0	ornament	ornamented	O:n@mEnt	O:n@mEntId	reg
4	0	orphan	orphaned	O:fn,	O:fn,d	reg
1	0	oscillate	oscillated	OsIleIt	OsIleItId	reg
2	0	ossify	ossified	OsIfaI	OsIfaId	reg
3	0	ostracize	ostracized	Ostr@saIz	Ostr@saIzd	reg
5	0	oust	ousted	aUst	aUstId	reg
1	0	outclass	outclassed	aUtklA:s	aUtklA:st	reg
1	0	outdo	outdid	aUtdu:	aUtdId	irreg
1	0	outdistance	outdistanced	aUtdIst@ns	aUtdIst@nst	reg
1	0	outfit	outfitted	aUtfIt	aUtfItId	reg
2	0	outflank	outflanked	aUtfl&Nk	aUtfl&Nkt	reg
1	0	outfight	outfought	aUtfaIt	aUtfO:t	irreg
1	0	outgeneral	outgeneralled	aUtdZEn@r@l	aUtdZEn@r@ld	reg
2	0	outgrow	outgrew	aUtgr@U	aUtgru:	irreg
1	0	outlast	outlasted	aUtlA:st	aUtlA:stId	reg
5	0	outlaw	outlawed	aUtlO:	aUtlO:d	reg
35	2	outline	outlined	aUtlaIn	aUtlaInd	reg
4	0	outlive	outlived	aUtlIv	aUtlIvd	reg
1	0	outmanoeuvre	outmanoeuvred	aUtm@nu:v@r*	aUtm@nu:v@d	reg
12	1	outnumber	outnumbered	aUtnVmb@r*	aUtnVmb@d	reg
24	1	outrage	outraged	aUtreIdZ	aUtreIdZd	reg
1	0	outshine	outshone	aUtSaIn	aUtSOn	irreg
1	0	outsell	outsold	aUtsEl	aUts@Uld	irreg
1	0	outstay	outstayed	aUtsteI	aUtsteId	reg
4	0	outstrip	outstripped	aUtstrIp	aUtstrIpt	reg
1	0	outvote	outvoted	aUtv@Ut	aUtv@UtId	reg
8	0	outweigh	outweighed	aUtweI	aUtweId	reg
3	0	outwit	outwitted	aUtwIt	aUtwItId	reg
5	0	overawe	overawed	@Uv@rO:	@Uv@rO:d	reg
1	0	overbalance	overbalanced	@Uv@b&l@ns	@Uv@b&l@nst	reg
2	0	overburden	overburdened	@Uv@b3:dn,	@Uv@b3:dn,d	reg
13	1	overcome	overcame	@Uv@kVm	@Uv@keIm	irreg
2	0	overcharge	overcharged	@Uv@tSA:dZ	@Uv@tSA:dZd	reg
17	1	overcrowd	overcrowded	@Uv@kraUd	@Uv@kraUdId	reg
1	0	overdevelop	overdeveloped	@Uv@dIvEl@p	@Uv@dIvEl@pt	reg
2	0	overdo	overdid	@Uv@du:	@Uv@dId	irreg
2	0	overdress	overdressed	@Uv@drEs	@Uv@drEst	reg
1	0	over-emphasize	over-emphasized	@Uv@r&mf@saIz	@Uv@r&mf@saIzd	reg
4	0	overestimate	overestimated	@Uv@rEstImeIt	@Uv@rEstImeItId	reg
2	0	overexpose	overexposed	@Uv@rIksp@Uz	@Uv@rIksp@Uzd	reg
5	0	overflow	overflowed	@Uv@fl@U	@Uv@fl@Ud	reg
3	0	overhaul	overhauled	@Uv@hO:l	@Uv@hO:ld	reg
17	1	overhear	overheard	@Uv@hI@r*	@Uv@h3:d	irreg
3	0	overhang	overhung	@Uv@h&N	@Uv@hVN	irreg
1	0	over-indulge	over-indulged	@Uv@rIndVldZ	@Uv@rIndVldZd	reg
4	0	overlay	overlaid	@Uv@leI	@Uv@leId	reg
3	0	overlap	overlapped	@Uv@l&p	@Uv@l&pt	reg
10	1	overload	overloaded	@Uv@l@Ud	@Uv@l@UdId	reg
32	2	overlook	overlooked	@Uv@lUk	@Uv@lUkt	reg
1	0	overman	overmanned	@Uv@m&n	@Uv@m&nd	reg
3	0	overpay	overpaid	@Uv@peI	@Uv@peId	reg
1	0	overplay	overplayed	@Uv@pleI	@Uv@pleId	reg
2	0	overpower	overpowered	@Uv@paU@r*	@Uv@paU@d	reg
1	0	overrun	overran	@Uv@rVn	@Uv@r&n	irreg
3	0	overrate	overrated	@Uv@reIt	@Uv@reItId	reg
3	0	override	overrode	@Uv@raId	@Uv@r@Ud	irreg
3	0	overrule	overruled	@Uv@ru:l	@Uv@ru:ld	reg
1	0	oversee	oversaw	@Uv@si:	@Uv@sO:	irreg
7	0	overshadow	overshadowed	@Uv@S&d@U	@Uv@S&d@Ud	reg
2	0	overshoot	overshot	@Uv@Su:t	@Uv@SOt	irreg
6	0	oversimplify	oversimplified	@Uv@sImplIfaI	@Uv@sImplIfaId	reg
1	0	oversleep	overslept	@Uv@sli:p	@Uv@slEpt	irreg
2	0	overstate	overstated	@Uv@steIt	@Uv@steItId	reg
1	0	overstay	overstayed	@Uv@steI	@Uv@steId	reg
1	0	overstep	overstepped	@Uv@stEp	@Uv@stEpt	reg
1	0	overstock	overstocked	@Uv@stOk	@Uv@stOkt	reg
1	0	overtax	overtaxed	@Uv@t&ks	@Uv@t&kst	reg
1	0	overthrow	overthrew	@Uv@Tr@U	@Uv@Tru:	irreg
10	1	overtake	overtook	@Uv@teIk	@Uv@tUk	irreg
1	0	overtop	overtopped	@Uv@tOp	@Uv@tOpt	reg
13	1	overturn	overturned	@Uv@t3:n	@Uv@t3:nd	reg
24	1	overwhelm	overwhelmed	@Uv@wElm	@Uv@wElmd	reg
7	0	overwork	overworked	@Uv@w3:k	@Uv@w3:kt	reg
35	2	owe	owed	@U	@Ud	reg
124	7	own	owned	@Un	@Und	reg
1	0	oxidize	oxidized	OksIdaIz	OksIdaIzd	reg
2	0	oxygenate	oxygenated	OksIdZ@neIt	OksIdZ@neItId	reg
17	1	pace	paced	peIs	peIst	reg
2	0	pacify	pacified	p&sIfaI	p&sIfaId	reg
8	0	package	packaged	p&kIdZ	p&kIdZd	reg
71	4	pack	packed	p&k	p&kt	reg
22	1	pad	padded	p&d	p&dId	reg
4	0	paddle	paddled	p&dl,	p&dl,d	reg
1	0	padlock	padlocked	p&dlOk	p&dlOkt	reg
1	0	page	paged	peIdZ	peIdZd	reg
457	25	pay	paid	peI	peId	reg
5	0	pain	pained	peIn	peInd	reg
155	9	paint	painted	peInt	peIntId	reg
4	0	pair	paired	pE@r*	pE@d	reg
2	0	pale	paled	peIl	peIld	reg
1	0	pall	palled	pO:l	pO:ld	reg
1	0	palm	palmed	pA:m	pA:md	reg
1	0	palpate	palpated	p&lpeIt	p&lpeItId	reg
1	0	palpitate	palpitated	p&lpIteIt	p&lpIteItId	reg
5	0	pamper	pampered	p&mp@r*	p&mp@d	reg
